"predictor","sample_id","period_id","measure_id","fixed_effect","estimate","std.error","p.value","standardized_effect","contains_estimated_source","n","n_states","population_1961","status","predictor_id"
"emie_exposure","full_pretrend","1971_1981","log_population","none",0.000352662761362983,0.00112317973024443,0.753956563266699,0.0785322075977272,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","log_population","state",0.00169766697181202,0.00157639802527541,0.283378015415842,0.378042565500482,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","urban_share","none",0.000633517408001473,0.00020902827768282,0.0028622027034031,0.280041365511579,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","urban_share","state",0.001010655055975,0.000243861937654335,5.89181753026104e-05,0.446752083465657,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","main_worker_share","none",-0.000173278816576199,0.000286099090749944,0.545632034367704,-0.095084557137123,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","main_worker_share","state",-0.000173268103093542,0.000230226318163341,0.45296355900305,-0.095078678249132,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","nonfarm_worker_share_main_workers","none",0.000638913291120893,0.000510642297864814,0.212760591061867,0.223075153885225,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","nonfarm_worker_share_main_workers","state",0.000672722901112314,0.000513319130346075,0.192176070439154,0.234879703980597,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","literate_share_population","none",0.000725616764448962,0.000354752884164717,0.0425158370451787,0.366420094245724,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","literate_share_population","state",0.000571106478645905,0.000174000634975528,0.0013026285880174,0.288395886068995,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","primary_plus_share_population","none",0.000767851542876943,0.000395634036153396,0.0541072744134362,0.2928216509256,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","primary_plus_share_population","state",0.000567147548194509,0.000153092832902715,0.000304672709392358,0.216282799613177,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","matriculate_plus_share_population","none",0.000654966257118935,0.000137846636210607,4.59418639971848e-06,0.516124569814275,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1971_1981","matriculate_plus_share_population","state",0.000765092358680517,0.000243041443001665,0.00201221416814662,0.602905814154734,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","log_population","none",-0.00045566164505201,0.000932422376042259,0.625759294396186,-0.0965087497436571,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","log_population","state",0.00124181193929794,0.0011613228536036,0.286784265747131,0.263014714931099,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","urban_share","none",0.00099503768409521,0.000340034698540801,0.00395004473725712,0.420068244842765,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","urban_share","state",0.00124331561274183,0.000615032816051804,0.0451430019808478,0.524882037713954,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","main_worker_share","none",0.000104898265436527,0.000221671011759789,0.636729168903961,0.0848181815978483,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","main_worker_share","state",-4.86047607152951e-05,0.00025953563865993,0.851717431699155,-0.039300625265004,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","nonfarm_worker_share_main_workers","none",0.000184815284999149,0.000366288676432844,0.614587815890675,0.0927640571163944,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","nonfarm_worker_share_main_workers","state",0.000611494884634782,0.000440923696380517,0.167707633055905,0.306926704709003,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","literate_share_population","none",-0.000179845036951902,0.000215868804741206,0.406066200238795,-0.0922092410052618,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","literate_share_population","state",-0.000550458981178904,0.00039287960638088,0.163416366075208,-0.282228554756344,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","primary_plus_share_population","none",0.000465456055248351,0.00065793657567195,0.480400490829512,0.149915830095309,FALSE,150,14,168932497,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","primary_plus_share_population","state",0.000184171374677261,0.000327926165060897,0.575303051169874,0.0593186063500752,FALSE,150,14,168932497,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","matriculate_plus_share_population","none",0.00103786779236869,0.000228066970237481,1.1066497017683e-05,0.761570914338964,FALSE,150,14,168932497,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1981_1991","matriculate_plus_share_population","state",0.000745653573956276,0.000192796189452029,0.000170238935455551,0.547148758515736,FALSE,150,14,168932497,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","log_population","none",0.000514896534591979,0.00153851069402762,0.738327866756393,0.0673261886897609,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","log_population","state",0.00207163031228378,0.00266525664226165,0.438318938121113,0.270879611591814,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","urban_share","none",0.0010463260906679,0.000216577724660781,3.25077132957219e-06,0.330657331750235,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","urban_share","state",0.00148488081502019,0.000509900941604699,0.00418380270936271,0.469248289458477,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","main_worker_share","none",0.00028875383313748,0.000348401657883028,0.408502662781555,0.127846469377807,TRUE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","main_worker_share","state",1.75735429609269e-05,0.000232523500375496,0.939863910520514,0.0077807293416743,TRUE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","nonfarm_worker_share_main_workers","none",0.000556413203493103,0.000846205885007904,0.511816128495441,0.110274513740822,TRUE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","nonfarm_worker_share_main_workers","state",0.00209940928147048,0.000577826528693375,0.000392816890462134,0.416078080469195,TRUE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","literate_share_population","none",0.00168670511672784,0.000832053428168439,0.044371001731354,0.422552378685491,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","literate_share_population","state",0.000827172469452638,0.000229271676755992,0.000429752112578287,0.207222762938212,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","primary_plus_share_population","none",0.00375630530531846,0.000967194254278447,0.000152325168134572,0.682594054463722,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","primary_plus_share_population","state",0.00252953057716687,0.000484492975597687,6.35042132752944e-07,0.459665120967026,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","matriculate_plus_share_population","none",0.0012317690724997,0.000206820179769028,1.69149680759894e-08,0.59519964231715,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1981","matriculate_plus_share_population","state",0.00173899607591435,0.000473845800753153,0.000344846144084172,0.84029536500268,FALSE,156,16,174400113,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","log_population","none",-7.00943630990388e-05,0.00231646203737874,0.975898258054363,-0.00658656657112296,FALSE,161,17,181849982,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","log_population","state",0.00307332401313438,0.00350730019971844,0.382355646413179,0.288791456433363,FALSE,161,17,181849982,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","urban_share","none",0.00204973991518448,0.000490405783108279,4.80534108464118e-05,0.429125540056352,FALSE,161,17,181849982,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","urban_share","state",0.0026943144163014,0.00106212667681667,0.012262877416674,0.564071139178111,FALSE,161,17,181849982,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","main_worker_share","none",0.000420312480247439,0.000528474502976986,0.427606307780286,0.146094613434321,TRUE,161,17,181849982,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","main_worker_share","state",-7.33186822667287e-06,0.000441518072598917,0.986774049958876,-0.00254845265050557,TRUE,161,17,181849982,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","nonfarm_worker_share_main_workers","none",0.000696362530561691,0.00103557622657338,0.502279865767236,0.12058856035261,TRUE,161,17,181849982,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","nonfarm_worker_share_main_workers","state",0.0026565435498168,0.000981930376841042,0.00765108503252635,0.460031590051269,TRUE,161,17,181849982,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","literate_share_population","none",0.00153669304639746,0.000834649737143399,0.0674670537444554,0.312935994182587,FALSE,161,17,181849982,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","literate_share_population","state",0.000314025379726445,0.000552778671370507,0.570868049447363,0.0639489094023283,FALSE,161,17,181849982,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","primary_plus_share_population","none",0.00426648381023962,0.00159238012540574,0.00818477614359039,0.603754191801973,FALSE,155,15,176382366,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","primary_plus_share_population","state",0.00273625767952102,0.000255287762033276,6.54240629558318e-20,0.387210433072842,FALSE,155,15,176382366,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","matriculate_plus_share_population","none",0.00224649580481949,0.000356430497682988,2.97026272584907e-09,0.736858772776519,FALSE,155,15,176382366,"estimated","eventual_emie"
"emie_exposure","full_pretrend","1961_1991","matriculate_plus_share_population","state",0.00249998875194091,0.00061771929887952,8.56720453825524e-05,0.820005378936507,FALSE,155,15,176382366,"estimated","eventual_emie"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","log_population","none",-0.00724261988755951,0.00573498985721609,0.208480198299305,-0.188059777561995,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","log_population","state",-0.00991344546301673,0.00557912963257898,0.0777140028828096,-0.257409663573563,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","urban_share","none",0.00195871995246251,0.0010426801266791,0.0621374273549028,0.117395485407092,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","urban_share","state",0.00305039691500514,0.00267443787646368,0.255953464725087,0.182824924038333,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","main_worker_share","none",-0.000541599609344937,0.00363903604695031,0.881875966298651,-0.0247387953236566,TRUE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","main_worker_share","state",-0.006475517474652,0.00648477829351358,0.319688841332377,-0.295784004744639,TRUE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","nonfarm_worker_share_main_workers","none",-0.00392859143886014,0.00830587298317261,0.636869274009354,-0.0933806938982592,TRUE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","nonfarm_worker_share_main_workers","state",0.0112369053721656,0.01438479098261,0.435996367870248,0.267095735775046,TRUE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","literate_share_population","none",-0.000491039168028826,0.00641584902804703,0.939089421165169,-0.0211065385043727,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","literate_share_population","state",0.00200552057098924,0.00114954651745007,0.0831996880517811,0.086204115494125,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","primary_plus_share_population","none",0.0176062745196158,0.0116706687538391,0.133387640728469,0.411635034170872,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","primary_plus_share_population","state",0.00262877113446807,0.00514284715739083,0.610033669831023,0.0614607192770149,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","matriculate_plus_share_population","none",0.000520876964025998,0.00169048654467373,0.758392393994212,0.0512079872334874,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1971","matriculate_plus_share_population","state",-0.000861523708110298,0.00129805305069982,0.507948048949364,-0.0846973433136062,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","log_population","none",-0.00882347462267602,0.00441241752910202,0.0472921727750002,-0.221231941580296,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","log_population","state",-0.0083889301766552,0.00395904208553925,0.035874766508742,-0.210336561289967,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","urban_share","none",0.00141933390070281,0.00164558135065282,0.389746907541749,0.0706428475935724,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","urban_share","state",-0.00476953564520734,0.00561948613689371,0.397480049864988,-0.237388523947504,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","main_worker_share","none",-0.000138842855085374,0.00294274079252786,0.962429721204464,-0.0085784344716767,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","main_worker_share","state",-0.0069178417843419,0.00146846567395428,5.9112096724308e-06,-0.427420283138902,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","nonfarm_worker_share_main_workers","none",-0.00200972967719188,0.00571698365254202,0.725666245071329,-0.0790072438598978,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","nonfarm_worker_share_main_workers","state",0.0152563824616845,0.0021917077120198,1.22517353421718e-10,0.59976460677756,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","literate_share_population","none",0.00183077898422016,0.00472144681393842,0.698730525644223,0.104094523182967,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","literate_share_population","state",0.005399420166011,0.000944896274894761,6.44135095867639e-08,0.307000502239663,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","primary_plus_share_population","none",0.00138905410372381,0.00383517328065953,0.717708005567663,0.0596437681183885,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","primary_plus_share_population","state",0.00411632912278585,0.00631261303937193,0.515426351016439,0.17674860830851,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","matriculate_plus_share_population","none",0.000645620337498733,0.00221768581080671,0.771348636043735,0.0572839289876305,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1971_1981","matriculate_plus_share_population","state",0.00333214683361878,0.00218965962909997,0.130339710409779,0.295651254315932,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","log_population","none",-0.0106087750128745,0.0035831121885523,0.0035549019220193,-0.25299354614942,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","log_population","state",-0.00862605902034114,0.00441734038246061,0.0528558153188166,-0.205710579987027,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","urban_share","none",0.00177207198035136,0.00248369517114134,0.476627352144636,0.0842328838670566,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","urban_share","state",0.00336712789180129,0.00214596167222838,0.118909220614252,0.160051564394912,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","main_worker_share","none",0.00157810144649383,0.00135436424580345,0.245740817740849,0.14367313095771,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","main_worker_share","state",-0.00152251705519221,0.00429767366887502,0.723676850055886,-0.138612630222205,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","nonfarm_worker_share_main_workers","none",-0.00183671996536515,0.00266683215067831,0.492031195975936,-0.103801775671342,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","nonfarm_worker_share_main_workers","state",8.95351492493982e-05,0.00206363796328779,0.965455270313304,0.00506005686895142,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","literate_share_population","none",0.00140305929558073,0.00185703308347581,0.451080209489011,0.0809975724332376,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","literate_share_population","state",0.00710949201460008,0.00203720416700249,0.000647926766263082,0.410425700631381,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","primary_plus_share_population","none",-0.00678984546186842,0.00763689683649598,0.375400548479156,-0.243482091830796,FALSE,150,14,168932497,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","primary_plus_share_population","state",0.00169431157757433,0.00431271566466403,0.695039439584859,0.0607575723833062,FALSE,150,14,168932497,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","matriculate_plus_share_population","none",0.0040942428746966,0.00231972334065003,0.0796313218528845,0.334487768695694,FALSE,150,14,168932497,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1981_1991","matriculate_plus_share_population","state",0.00243453525670554,0.00184898913312201,0.19017528311149,0.198894469807626,FALSE,150,14,168932497,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","log_population","none",-0.016297232716078,0.00720625813563546,0.0251257690149312,-0.239937381928212,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","log_population","state",-0.0185086770789872,0.0077729195378096,0.0186130260957912,-0.272495557905711,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","urban_share","none",0.00337029222268403,0.00143301891372289,0.019944250915221,0.1199219406478,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","urban_share","state",-0.00170499282509161,0.00601170856002668,0.777129714006357,-0.0606671572866549,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","main_worker_share","none",-0.000554389170098481,0.00219479862911238,0.800920135287531,-0.0276373059554939,TRUE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","main_worker_share","state",-0.0133521296518578,0.0067985801449312,0.0515301682883193,-0.665627887861272,TRUE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","nonfarm_worker_share_main_workers","none",-0.00605005736632142,0.00840785111734127,0.472878915990068,-0.135007285283146,TRUE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","nonfarm_worker_share_main_workers","state",0.0266854027525707,0.0158911444287923,0.0953473750608255,0.595485887847457,TRUE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","literate_share_population","none",0.00149178255906759,0.0111577648181994,0.893815114651492,0.0420791444746763,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","literate_share_population","state",0.00757693741909371,0.00170559564260291,1.80156519574711e-05,0.213724877258858,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","primary_plus_share_population","none",0.0189727984137894,0.0134635098112678,0.16079166095808,0.388197735364176,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","primary_plus_share_population","state",0.00721902077153987,0.0112757526052395,0.523080158470535,0.147706598359361,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","matriculate_plus_share_population","none",0.00119199244332806,0.00354087375062579,0.736848150237073,0.0648525199318323,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1981","matriculate_plus_share_population","state",0.00248562783237156,0.00278873480897673,0.374303025493019,0.135235109454153,FALSE,156,16,174400113,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","log_population","none",-0.0266675026788181,0.00718662104945465,0.00028532622477449,-0.280971987373575,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","log_population","state",-0.0263680376442973,0.0111740887908661,0.0196387542142809,-0.277816788069328,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","urban_share","none",0.00501769879420422,0.00307727487460502,0.104961313889896,0.117786326299985,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","urban_share","state",0.00147185427920834,0.005884528709686,0.802851428273314,0.0345505610255263,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","main_worker_share","none",0.000930631162037328,0.00298389976232858,0.755537136861021,0.036269719175484,TRUE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","main_worker_share","state",-0.0149875894047843,0.00395929664160817,0.000225130113868125,-0.584115040419397,TRUE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","nonfarm_worker_share_main_workers","none",-0.00778812430832648,0.00944011192565875,0.410605681071952,-0.151219666030688,TRUE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","nonfarm_worker_share_main_workers","state",0.0264414257142646,0.0169280339996122,0.120500625201894,0.513405206130503,TRUE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","literate_share_population","none",0.00277191141177578,0.0122545782966126,0.821341093605628,0.0632925252568658,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","literate_share_population","state",0.0144075097303122,0.00317170795814915,1.17194104479273e-05,0.328974320615152,FALSE,161,17,181849982,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","primary_plus_share_population","none",0.0132259351637373,0.0206707287922833,0.523234320419773,0.207503389380599,FALSE,155,15,176382366,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","primary_plus_share_population","state",0.00809093096136221,0.00905094068405185,0.37290314494821,0.126939651294395,FALSE,155,15,176382366,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","matriculate_plus_share_population","none",0.00598681642517538,0.00565984970908009,0.291827743118118,0.217712485799244,FALSE,155,15,176382366,"estimated","census_2001_ld"
"ling_distance_nonzero_mean_2001","full_pretrend","1961_1991","matriculate_plus_share_population","state",0.00463688688395357,0.00454733272705732,0.309645210821006,0.168621868148541,FALSE,155,15,176382366,"estimated","census_2001_ld"
